nom_commune_adherente;code_insee_commune_adherente;zip_code;nom_commune_zip
Rocquencourt;78524;;Rocquencourt
Villers-sur-Trie;60690;;Villers-sur-Trie
SAINTE-CROIX;46261;;SAINTE-CROIX
RIMONDEIX;23161;;RIMONDEIX
Dunière-sur-Eyrieux;7083;;Dunière-sur-Eyrieux
Davézieux;7078;;Davézieux
Saint-Martin-sur-Lavezon;7270;;Saint-Martin-sur-Lavezon
Saint-Barthélemy-le-Plain;7217;;Saint-Barthélemy-le-Plain
Berrias-et-Casteljau;7031;;Berrias-et-Casteljau
Saint-Alban-Auriolles;7207;;Saint-Alban-Auriolles
Injoux-Génissiat;1189;;Injoux-Génissiat
SAINT-BENOIT;1338;;SAINT-BENOIT
Sainte-Julie;1366;;Sainte-Julie
Sutrieu;1414;;Sutrieu
Champagne-en-Valromey;1079;;Champagne-en-Valromey
Vescours;1437;;Vescours
Arboys en Bugey;1015;;Arboys en Bugey
Apremont;1011;;Apremont
HEUGON;61205;;HEUGON
Château-Verdun;9096;;Château-Verdun
Saurat;9280;;Saurat
Le Mesnil-Hardray;27402;;Le Mesnil-Hardray
Givonne;8191;;Givonne
Saint-Sauveur-sur-Tinée;6129;;Saint-Sauveur-sur-Tinée
Digne-les-Bains;4070;;Digne-les-Bains
Limans;4104;;Limans
Sainte-Croix-à-Lauze;4175;;Sainte-Croix-à-Lauze
Montvicq;3189;;Montvicq
Venas;3303;;Venas
Droiturier;3105;;Droiturier
Liernolles;3144;;Liernolles
Braize;3037;;Braize
LA CHAPELLE-HULLIN;49073;;LA CHAPELLE-HULLIN
LA FOSSE-DE-TIGNE;49142;;LA FOSSE-DE-TIGNE
PARCAY-LES-PINS;49234;;PARCAY-LES-PINS
LE PLESSIS-MACE;49242;;LE PLESSIS-MACE
Saint-Jean-de-Linières;49289;;Saint-Jean-de-Linières
Revest-les-Roches;6100;;Revest-les-Roches
Le Bar-sur-Loup;6010;;Le Bar-sur-Loup
Séranon;6134;;Séranon
Brie;9067;;Brie
Durfort;9109;;Durfort
SAINT-JORES;50497;;SAINT-JORES
OMONVILLE-LA-ROGUE;50386;;OMONVILLE-LA-ROGUE
AUBERVILLE-LA-CAMPAGNE;76031;;AUBERVILLE-LA-CAMPAGNE
BEAULIEU;14052;;BEAULIEU
Pont-Farcy;14513;;Pont-Farcy
BOISSEY;14081;;BOISSEY
Sompt;79314;;Sompt
Priaires;79219;;Priaires
Barenton-Cel;2047;;Barenton-Cel
Neuville-sur-Margival;2551;;Neuville-sur-Margival
Vendeuil;2775;;Vendeuil
Voharies;2823;;Voharies
Parpeville;2592;;Parpeville
Coucy-la-Ville;2219;;Coucy-la-Ville
Marchais;2457;;Marchais
Montgobert;2506;;Montgobert
Goudelancourt-lès-Berrieux;2349;;Goudelancourt-lès-Berrieux
Maizy;2453;;Maizy
Cerny-lès-Bucy;2151;;Cerny-lès-Bucy
Lerzy;2418;;Lerzy
Dohis;2265;;Dohis
Craonne;2234;;Craonne
Lhuys;2427;;Lhuys
Verdilly;2781;;Verdilly
Artaise-le-Vivier;8023;;Artaise-le-Vivier
Malandry;8269;;Malandry
MOUZON (avant 2016);8311;;MOUZON (avant 2016)
Savigny-sur-Aisne;8406;;Savigny-sur-Aisne
Sévigny-Waleppe;8418;;Sévigny-Waleppe
Sury;8432;;Sury
Vaux-lès-Mouron;8464;;Vaux-lès-Mouron
Blanzy-la-Salonnaise;8070;;Blanzy-la-Salonnaise
Tournavaux;8456;;Tournavaux
Arnicourt;8021;;Arnicourt
AURELLE-VERLAC;12014;;AURELLE-VERLAC
BELLOU-SUR-HUISNE;61042;;BELLOU-SUR-HUISNE
Aulnois-sous-Laon;2037;;Aulnois-sous-Laon
Becquigny;2061;;Becquigny
Aigues-Vives;9002;;Aigues-Vives
Régat;9243;;Régat
Tabre;9305;;Tabre
Contrazy;9098;;Contrazy
Voipreux;51651;;Voipreux
MONTGELLAFREY;73167;;MONTGELLAFREY
CHASTEL-SUR-MURAT;15044;;CHASTEL-SUR-MURAT
Dareizé;69073;;Dareizé
Saint-Martin-de-Valamas;7269;;Saint-Martin-de-Valamas
Tournon-sur-Rhône;7324;;Tournon-sur-Rhône
Belsentes;7165;;Belsentes
Challes-la-Montagne;1077;;Challes-la-Montagne
Marignieu;1234;;Marignieu
Sonthonnax-la-Montagne;1410;;Sonthonnax-la-Montagne
Boissey;1050;;Boissey
Cormoz;1124;;Cormoz
Savigneux;1398;;Savigneux
Frans;1166;;Frans
Labalme;1200;;Labalme
Montgenèvre;5085;;Montgenèvre
RABODANGES;61340;;RABODANGES
Coussa;9101;;Coussa
Ignaux;9140;;Ignaux
Perles-et-Castelet;9228;;Perles-et-Castelet
Castagniers;6034;;Castagniers
Ville-sur-Lumes;8483;;Ville-sur-Lumes
Montjustin;4129;;Montjustin
Neure;3198;;Neure
Saint-Ennemond;3229;;Saint-Ennemond
Saint-Désiré;3225;;Saint-Désiré
Bresnay;3039;;Bresnay
Échassières;3108;;Échassières
Fourilles;3116;;Fourilles
Lusigny;3156;;Lusigny
TREMONT;49356;;TREMONT
SAULGE-L'HOPITAL;49327;;SAULGE-L'HOPITAL
Clefs-Val d'Anjou;49101;;Clefs-Val d'Anjou
BEAUVAU;49025;;BEAUVAU
Dissé-sous-le-Lude;72117;;Dissé-sous-le-Lude
LE ROUSSET;71375;;LE ROUSSET
JEANSAGNIERE;42114;;JEANSAGNIERE
Roquesteron;6106;;Roquesteron
L' Escarène;6057;;L' Escarène
Ascros;6005;;Ascros
Ouchamps;41170;;Ouchamps
BOURRE;41023;;BOURRE
GIEVILLE;50202;;GIEVILLE
DIGULLEVILLE;50163;;DIGULLEVILLE
ECULLEVILLE;50171;;ECULLEVILLE
CHAMPCEY;50116;;CHAMPCEY
LES VEYS;50631;;LES VEYS
BLANDOUET;53032;;BLANDOUET
BOSNORMAND;27093;;BOSNORMAND
MEULLES;14429;;MEULLES
POUSSY-LA-CAMPAGNE;14517;;POUSSY-LA-CAMPAGNE
Angoville;14013;;Angoville
Les Forges;56059;;Les Forges
Clastres;2199;;Clastres
Prouvais;2626;;Prouvais
Sissonne;2720;;Sissonne
La Vallée-Mulâtre;2760;;La Vallée-Mulâtre
Croix-Fonsomme;2240;;Croix-Fonsomme
Viel-Arcy;2797;;Viel-Arcy
Suzy;2733;;Suzy
REVILLON;2646;;REVILLON
Toulis-et-Attencourt;2745;;Toulis-et-Attencourt
Luzoir;2445;;Luzoir
Bonneil;2098;;Bonneil
Bonnesvalyn;2099;;Bonnesvalyn
Étrépilly;2297;;Étrépilly
Gandelu;2339;;Gandelu
Saint-Quentin;2691;;Saint-Quentin
Acy-Romance;8001;;Acy-Romance
Cauroy;8092;;Cauroy
CHEMERY-SUR-BAR;8115;;CHEMERY-SUR-BAR
Cornay;8131;;Cornay
Montcheutin;8296;;Montcheutin
Renwez;8361;;Renwez
Saint-Étienne-à-Arnes;8379;;Saint-Étienne-à-Arnes
Villers-devant-le-Thour;8476;;Villers-devant-le-Thour
Maranwez;8272;;Maranwez
Saulces-Champenoises;8401;;Saulces-Champenoises
Saint-Lambert-et-Mont-de-Jeux;8384;;Saint-Lambert-et-Mont-de-Jeux
Inaumont;8234;;Inaumont
Auvillers-les-Forges;8037;;Auvillers-les-Forges
Fligny;8172;;Fligny
Brieulles-sur-Bar;8085;;Brieulles-sur-Bar
Forest-Saint-Julien;5056;;Forest-Saint-Julien
Sigoyer;5168;;Sigoyer
RANDONNAI;61343;;RANDONNAI
BUBERTRE;61065;;BUBERTRE
FERRIERES;81091;;FERRIERES
Montigné;16228;;Montigné
TOUZAC;16386;;TOUZAC
CRESSAC-SAINT-GENIS;16115;;CRESSAC-SAINT-GENIS
Vaychis;9325;;Vaychis
La Bastide-de-Lordat;9040;;La Bastide-de-Lordat
SAINT-MAURICE-DE-VENTALON;48172;;SAINT-MAURICE-DE-VENTALON
LE GOURAY;22066;;LE GOURAY
PLESSIX-BALISSON;22192;;PLESSIX-BALISSON
Gionges;51271;;Gionges
Ajoux;7004;;Ajoux
Albon-d'Ardèche;7006;;Albon-d'Ardèche
Cros-de-Géorand;7075;;Cros-de-Géorand
Dompnac;7081;;Dompnac
Lachapelle-Graillouse;7121;;Lachapelle-Graillouse
Montpezat-sous-Bauzon;7161;;Montpezat-sous-Bauzon
Saint-Apollinaire-de-Rias;7214;;Saint-Apollinaire-de-Rias
Saint-Vincent-de-Barrès;7302;;Saint-Vincent-de-Barrès
Nonières;7165;;Nonières
Ramasse;1317;;Ramasse
NATTAGES;1271;;NATTAGES
Foissiat;1163;;Foissiat
Mézériat;1246;;Mézériat
Géovreisset;1171;;Géovreisset
Ambutrix;1008;;Ambutrix
VIEUX-PONT-EN-AUGE;14750;;VIEUX-PONT-EN-AUGE
SAINT-AUBERT-SUR-ORNE;61364;;SAINT-AUBERT-SUR-ORNE
SEGRIE-FONTAINE;61465;;SEGRIE-FONTAINE
Aigues-Juntes;9001;;Aigues-Juntes
Allières;9007;;Allières
Ercé;9113;;Ercé
Albiès;9004;;Albiès
Miglos;9192;;Miglos
FONTAINE-HEUDEBOURG;27250;;FONTAINE-HEUDEBOURG
CINTRAY;27159;;CINTRAY
Nantoin;38274;;Nantoin
Villers-sur-Bar;8481;;Villers-sur-Bar
Duranus;6055;;Duranus
Beaujeu;4024;;Beaujeu
Estivareilles;3111;;Estivareilles
Veauce;3302;;Veauce
Mureils;26219;;Mureils
NOELLET;49226;;NOELLET
Cherreau;72081;;Cherreau
Saint-Germain-sur-Sarthe;72284;;Saint-Germain-sur-Sarthe
COGLES;35083;;COGLES
SAINTE-CECILE;36183;;SAINTE-CECILE
Gréolières;6070;;Gréolières
Cipières;6041;;Cipières
Thiéry;6139;;Thiéry
ESQUIBIEN;29052;;ESQUIBIEN
Lissac;9170;;Lissac
HOUTTEVILLE;50250;;HOUTTEVILLE
LES MOITIERS-EN-BAUPTOIS;50333;;LES MOITIERS-EN-BAUPTOIS
Saint-Aubin-du-Perron;50449;;Saint-Aubin-du-Perron
Vaudrimesnil;50622;;Vaudrimesnil
Saint-Laurent-des-Mortiers;53231;;Saint-Laurent-des-Mortiers
GOUCHAUPRE;76310;;GOUCHAUPRE
GOUTTIERES;27292;;GOUTTIERES
Coudray-Rabut;14185;;Coudray-Rabut
MAISONCELLES-LA-JOURDAN;14388;;MAISONCELLES-LA-JOURDAN
HEURTEVENT;14330;;HEURTEVENT
CASTILLY;14142;;CASTILLY
Foucherans;25250;;Foucherans
QUILY;56187;;QUILY
EVIRES;74120;;EVIRES
Anguilcourt-le-Sart;2017;;Anguilcourt-le-Sart
Neuvillette;2552;;Neuvillette
Fleury;2316;;Fleury
Fontaine-Uterte;2323;;Fontaine-Uterte
Montgru-Saint-Hilaire;2507;;Montgru-Saint-Hilaire
Joigny-sur-Meuse;8237;;Joigny-sur-Meuse
Montigny-sur-Vence;8305;;Montigny-sur-Vence
Saint-Marcel;8389;;Saint-Marcel
Saulces-Monclin;8402;;Saulces-Monclin
TERRON-SUR-AISNE;8443;;TERRON-SUR-AISNE
ANTONAVES;5005;;ANTONAVES
La Faurie;5055;;La Faurie
La Motte-en-Champsaur;5090;;La Motte-en-Champsaur
Oze;5099;;Oze
Saint-Étienne-le-Laus;5140;;Saint-Étienne-le-Laus
Saint-Martin-de-Queyrières;5151;;Saint-Martin-de-Queyrières
FEL;61161;;FEL
COURCERAULT;61128;;COURCERAULT
Guivry;2362;;Guivry
Saint-Jean-du-Falga;9265;;Saint-Jean-du-Falga
Bédeille;9046;;Bédeille
Cazavet;9091;;Cazavet
Paars;2581;;Paars
Fourqueux;78251;;Fourqueux
VALEZAN;73305;;VALEZAN
MOLPRE;39340;;MOLPRE
Saint-Bernard;1339;;Saint-Bernard
BOULOGNE;85030;;BOULOGNE
Lespéron;7142;;Lespéron
Marcols-les-Eaux;7149;;Marcols-les-Eaux
Saint-Cyr;7227;;Saint-Cyr
Thorrenc;7321;;Thorrenc
Alba-la-Romaine;7005;;Alba-la-Romaine
Rocher;7193;;Rocher
VENARSAL;19282;;VENARSAL
Cys-la-Commune;2255;;Cys-la-Commune
Balan;1027;;Balan
Bressolles;1062;;Bressolles
Chaley;1076;;Chaley
GROSLEE;1182;;GROSLEE
SAINT-MARTIN-SUR-OUANNE;89358;;SAINT-MARTIN-SUR-OUANNE
Brassac;9066;;Brassac
Nalzen;9215;;Nalzen
Caychax;9088;;Caychax
SAINT-PIERRE-LAVIS;76639;;SAINT-PIERRE-LAVIS
Charleville-Mézières;8105;;Charleville-Mézières
Prix-lès-Mézières;8346;;Prix-lès-Mézières
Alincourt;8005;;Alincourt
Carros;6033;;Carros
LA ROUSSIERE;27499;;LA ROUSSIERE
Guny;2363;;Guny
Bourguignon-sous-Coucy;2107;;Bourguignon-sous-Coucy
SAINT-ANTOINE;33371;;SAINT-ANTOINE
Aiglun;4001;;Aiglun
Châteauredon;4054;;Châteauredon
Revest-des-Brousses;4162;;Revest-des-Brousses
Riez;4166;;Riez
Saint-Jeannet;4181;;Saint-Jeannet
Ubaye-Serre-Ponçon;4033;;Ubaye-Serre-Ponçon
Bagneux;3015;;Bagneux
Saint-Marcel-en-Murat;3243;;Saint-Marcel-en-Murat
Saint-Sauvier;3259;;Saint-Sauvier
Cognat-Lyonne;3080;;Cognat-Lyonne
Saint-Pont;3252;;Saint-Pont
Paray-le-Frésil;3203;;Paray-le-Frésil
NOYANT-LA-PLAINE;49230;;NOYANT-LA-PLAINE
VERGONNES;49366;;VERGONNES
DENEZE-SOUS-LE-LUDE;49122;;DENEZE-SOUS-LE-LUDE
LA MEIGNANNE;49196;;LA MEIGNANNE
DONZY-LE-NATIONAL;71180;;DONZY-LE-NATIONAL
Saint-Georges-de-Chesné;35269;;Saint-Georges-de-Chesné
BOOS;40048;;BOOS
Le Mesnil-Herman;50313;;Le Mesnil-Herman
URVILLE-NACQUEVILLE;50611;;URVILLE-NACQUEVILLE
MILLY;50329;;MILLY
Montsurvent;50354;;Montsurvent
SAINT-SIMEON;61455;;SAINT-SIMEON
Saint-Clair-d'Arcey;27523;;Saint-Clair-d'Arcey
GISAY-LA-COUDRE;27283;;GISAY-LA-COUDRE
Fresne-l'Archevêque;27270;;Fresne-l'Archevêque
LA FERRIERE-HARANG;14264;;LA FERRIERE-HARANG
PIERRES;14503;;PIERRES
SAINT-CHARLES-DE-PERCY;14564;;SAINT-CHARLES-DE-PERCY
CLINCHAMPS-SUR-ORNE;14164;;CLINCHAMPS-SUR-ORNE
LENAULT;14361;;LENAULT
RIEDWIHR;68272;;RIEDWIHR
BERNWILLER (avant 2016);68031;;BERNWILLER (avant 2016)
HOHATZENHEIM;67207;;HOHATZENHEIM
NOYALO;56150;;NOYALO
LA CHAPELLE-CARO;56037;;LA CHAPELLE-CARO
Méolans-Revel;4161;;Méolans-Revel
Chambry;2157;;Chambry
Laffaux;2400;;Laffaux
Lappion;2409;;Lappion
Limé;2432;;Limé
Bray-Saint-Christophe;2117;;Bray-Saint-Christophe
Villers-le-Sec;2813;;Villers-le-Sec
Le Plessier-Huleu;2606;;Le Plessier-Huleu
Proisy;2624;;Proisy
Meurival;2482;;Meurival
Foreste;2327;;Foreste
Englancourt;2276;;Englancourt
Esquéhéries;2286;;Esquéhéries
Rozoy-sur-Serre;2666;;Rozoy-sur-Serre
La Chapelle-sur-Chézy;2162;;La Chapelle-sur-Chézy
Reuilly-Sauvigny;2645;;Reuilly-Sauvigny
Fayet;2303;;Fayet
Fieulaine;2310;;Fieulaine
Homblières;2383;;Homblières
Monthermé;8302;;Monthermé
Aubrives;8028;;Aubrives
Ham-les-Moines;8206;;Ham-les-Moines
Regniowez;8355;;Regniowez
Sévigny-la-Forêt;8417;;Sévigny-la-Forêt
Seraincourt;8413;;Seraincourt
Barcillonnette;5013;;Barcillonnette
Chauffayer;5039;;Chauffayer
Fouillouse;5057;;Fouillouse
Jarjayes;5068;;Jarjayes
Laragne-Montéglin;5070;;Laragne-Montéglin
Réotier;5116;;Réotier
Saint-André-de-Rosans;5129;;Saint-André-de-Rosans
Saint-Crépin;5136;;Saint-Crépin
SAINT-GENIS;5143;;SAINT-GENIS
Saint-Pierre-Avez;5155;;Saint-Pierre-Avez
La Bâtie-Montsaléon;5016;;La Bâtie-Montsaléon
Sentilly;61468;;Sentilly
Laverdines;18123;;Laverdines
Bompas;9058;;Bompas
Besset;9052;;Besset
LA SALLE-PRUNET;48186;;LA SALLE-PRUNET
VIZOS;65480;;VIZOS
VILLENEUVE-LES-CHARNOD;39566;;VILLENEUVE-LES-CHARNOD
LA COTE-D'AIME;73093;;LA COTE-D'AIME
FOSSEUSE;60246;;FOSSEUSE
Orgnac-l'Aven;7168;;Orgnac-l'Aven
Salavas;7304;;Salavas
Vagnas;7328;;Vagnas
OZOIR-LE-BREUIL;28295;;OZOIR-LE-BREUIL
Le Béage;7026;;Le Béage
Sablières;7202;;Sablières
Saint-Barthélemy-Grozon;7216;;Saint-Barthélemy-Grozon
Saint-Bauzile;7219;;Saint-Bauzile
Le Chambon;7049;;Le Chambon
Châtillon-sur-Chalaronne;1093;;Châtillon-sur-Chalaronne
GERMAGNAT;1172;;GERMAGNAT
Lompnieu;1221;;Lompnieu
Saint-Jean-de-Niost;1361;;Saint-Jean-de-Niost
Simandre-sur-Suran;1408;;Simandre-sur-Suran
Valromey-sur-Séran;1036;;Valromey-sur-Séran
Vésines;1439;;Vésines
Parcieux;1285;;Parcieux
Reyrieux;1322;;Reyrieux
Versailleux;1434;;Versailleux
Rossillon;1329;;Rossillon
DICY;89138;;DICY
Salsein;9279;;Salsein
Leychert;9166;;Leychert
Sautel;9281;;Sautel
Saint-Amadou;9254;;Saint-Amadou
Peyroules;4148;;Peyroules
Lumes;8263;;Lumes
Aubessagne;5039;;Aubessagne
Mézel;4121;;Mézel
Saint-Martin-les-Eaux;4190;;Saint-Martin-les-Eaux
Ygrande;3320;;Ygrande
Sazeret;3270;;Sazeret
Chambérat;3051;;Chambérat
Neuilly-en-Donjon;3196;;Neuilly-en-Donjon
Neuvy;3200;;Neuvy
COUDRAY;45106;;COUDRAY
MAINVILLIERS;45190;;MAINVILLIERS
CONCOURSON-SUR-LAYON;49104;;CONCOURSON-SUR-LAYON
PONCE-SUR-LE-LOIR;72240;;PONCE-SUR-LE-LOIR
Dissé-sous-Ballon;72116;;Dissé-sous-Ballon
Dompierre-du-Chemin;35100;;Dompierre-du-Chemin
Amions;42004;;Amions
Pierrefeu;6097;;Pierrefeu
Locmaria-Berrien;29129;;Locmaria-Berrien
BAIGNEAUX;41011;;BAIGNEAUX
VAUVILLE;50623;;VAUVILLE
GOUBERVILLE;50211;;GOUBERVILLE
Montmartin-en-Graignes;50348;;Montmartin-en-Graignes
LA GLACERIE;50203;;LA GLACERIE
BILLY;14074;;BILLY
LA GRAVERIE;14317;;LA GRAVERIE
ROULLOURS;14545;;ROULLOURS
LA CHAPELLE-YVON;14154;;LA CHAPELLE-YVON
MIELLIN;70345;;MIELLIN
Saint-Valbert;70475;;Saint-Valbert
SANTOCHE;25531;;SANTOCHE
Amigny-Rouy;2014;;Amigny-Rouy
Buzancy;2138;;Buzancy
Puiseux-en-Retz;2628;;Puiseux-en-Retz
Vivières;2822;;Vivières
Attilly;2029;;Attilly
Mayot;2473;;Mayot
Lavaqueresse;2414;;Lavaqueresse
Morgny-en-Thiérache;2526;;Morgny-en-Thiérache
LA CELLE-SOUS-MONTMIRAIL;2147;;LA CELLE-SOUS-MONTMIRAIL
La Croix-aux-Bois;8135;;La Croix-aux-Bois
GRANDPRE;8198;;GRANDPRE
Neufmaison;8315;;Neufmaison
Quatre-Champs;8350;;Quatre-Champs
Revin;8363;;Revin
Vaux-lès-Mouzon;8466;;Vaux-lès-Mouzon
Wignicourt;8500;;Wignicourt
Novy-Chevrières;8330;;Novy-Chevrières
Logny-Bogny;8257;;Logny-Bogny
Buissard;5025;;Buissard
Étoile-Saint-Cyrice;5051;;Étoile-Saint-Cyrice
Saint-Julien-en-Beauchêne;5146;;Saint-Julien-en-Beauchêne
LA HAUTE-CHAPELLE;61201;;LA HAUTE-CHAPELLE
GEMAGES;61185;;GEMAGES
CHENAUD;24118;;CHENAUD
Orliaguet;24314;;Orliaguet
Seboncourt;2703;;Seboncourt
SONNEVILLE;16371;;SONNEVILLE
AUBEVILLE;16021;;AUBEVILLE
Niaux;9217;;Niaux
Lasserre;9158;;Lasserre
Aucazein;9025;;Aucazein
MOLERE;65312;;MOLERE
SAINT-HILAIRE-SUR-YERRE;28340;;SAINT-HILAIRE-SUR-YERRE
CHAILLE-SOUS-LES-ORMEAUX;85043;;CHAILLE-SOUS-LES-ORMEAUX
Aubenas;7019;;Aubenas
Désaignes;7079;;Désaignes
Mézilhac;7158;;Mézilhac
Boyeux-Saint-Jérôme;1056;;Boyeux-Saint-Jérôme
Hautecourt-Romanèche;1184;;Hautecourt-Romanèche
Massignieu-de-Rives;1239;;Massignieu-de-Rives
Condeissiat;1113;;Condeissiat
Roumengoux;9251;;Roumengoux
VILLEFRANCHE;89454;;VILLEFRANCHE
Issamoulenc;7104;;Issamoulenc
Loubaresse;7144;;Loubaresse
TAILLEBOIS;61478;;TAILLEBOIS
Camarade;9073;;Camarade
Loubaut;9172;;Loubaut
Bénac;9049;;Bénac
Nescus;9216;;Nescus
Rouze;9252;;Rouze
Vals;9323;;Vals
Les Cabannes;9070;;Les Cabannes
THOMER-LA-SOGNE;27634;;THOMER-LA-SOGNE
Spéracèdes;6137;;Spéracèdes
Saint-Martin-du-Var;6126;;Saint-Martin-du-Var
Hannogne-Saint-Martin;8209;;Hannogne-Saint-Martin
Perthes;8339;;Perthes
LA BATIE-DIVISIN;38028;;LA BATIE-DIVISIN
Angles;4007;;Angles
Barcelonnette;4019;;Barcelonnette
Castellet-lès-Sausses;4042;;Castellet-lès-Sausses
Moustiers-Sainte-Marie;4135;;Moustiers-Sainte-Marie
Simiane-la-Rotonde;4208;;Simiane-la-Rotonde
Gennetines;3121;;Gennetines
Bizeneuille;3031;;Bizeneuille
Saint-Victor;3262;;Saint-Victor
Lapalisse;3138;;Lapalisse
Bransat;3038;;Bransat
Cressanges;3092;;Cressanges
Charmes;3061;;Charmes
Charroux;3062;;Charroux
Beaulon;3019;;Beaulon
Gannay-sur-Loire;3119;;Gannay-sur-Loire
SAINT-AIGNAN-DES-GUES;45267;;SAINT-AIGNAN-DES-GUES
MARTIGNE-BRIAND;49191;;MARTIGNE-BRIAND
FOUGERE;49143;;FOUGERE
SAINT-MICHEL-ET-CHANVEAUX;49309;;SAINT-MICHEL-ET-CHANVEAUX
Châteauneuf-Grasse;6038;;Châteauneuf-Grasse
Conségudes;6047;;Conségudes
La Colle-sur-Loup;6044;;La Colle-sur-Loup
La Gaude;6065;;La Gaude
Saint-Jeannet;6122;;Saint-Jeannet
Saint-Antonin;6115;;Saint-Antonin
Lez;31298;;Lez
CHEVRY;50134;;CHEVRY
SAINT-GEORGES-DE-BOHON;50470;;SAINT-GEORGES-DE-BOHON
LA FOLLETIERE;76267;;LA FOLLETIERE
SAINT-AUBIN-DES-HAYES;27513;;SAINT-AUBIN-DES-HAYES
THEILLEMENT;27626;;THEILLEMENT
Tournedos-sur-Seine;27651;;Tournedos-sur-Seine
LA CHAPELLE-REANVILLE;27150;;LA CHAPELLE-REANVILLE
SAINT-PIERRE-TARENTAINE;14655;;SAINT-PIERRE-TARENTAINE
PREAUX-SAINT-SEBASTIEN;14518;;PREAUX-SAINT-SEBASTIEN
SINGRIST;67469;;SINGRIST
Zoebersdorf;67560;;Zoebersdorf
Belleville;79033;;Belleville
Chantecorps;79068;;Chantecorps
Chevregny;2183;;Chevregny
Saint-Thibaut;2695;;Saint-Thibaut
Thenelles;2741;;Thenelles
La Ville-aux-Bois-lès-Pontavert;2803;;La Ville-aux-Bois-lès-Pontavert
Ciry-Salsogne;2195;;Ciry-Salsogne
Vénérolles;2779;;Vénérolles
Wassigny;2830;;Wassigny
Fresnes-sous-Coucy;2333;;Fresnes-sous-Coucy
Verneuil-sur-Serre;2787;;Verneuil-sur-Serre
Lehaucourt;2374;;Lehaucourt
Effry;2275;;Effry
Autreppes;2040;;Autreppes
Chigny;2188;;Chigny
Montcornet;2502;;Montcornet
Aguilcourt;2005;;Aguilcourt
Passy-en-Valois;2594;;Passy-en-Valois
Beaumont-en-Argonne;8055;;Beaumont-en-Argonne
Landres-et-Saint-Georges;8246;;Landres-et-Saint-Georges
Senuc;8412;;Senuc
Tremblois-lès-Rocroi;8460;;Tremblois-lès-Rocroi
Leffincourt;8250;;Leffincourt
Chardeny;8104;;Chardeny
Houdilcourt;8229;;Houdilcourt
Sormonne;8429;;Sormonne
Esparron;5049;;Esparron
Monêtier-Allemont;5078;;Monêtier-Allemont
Puy-Saint-Eusèbe;5108;;Puy-Saint-Eusèbe
RIBIERS;5118;;RIBIERS
Saint-Julien-en-Champsaur;5147;;Saint-Julien-en-Champsaur
Ventavon;5178;;Ventavon
SAINT-CYPRIEN-SUR-DOURDOU;12218;;SAINT-CYPRIEN-SUR-DOURDOU
SAINT-PIERRE-LA-RIVIERE;61449;;SAINT-PIERRE-LA-RIVIERE
LA COCHERE;61110;;LA COCHERE
Cuisy-en-Almont;2253;;Cuisy-en-Almont
Hauteville;2376;;Hauteville
Vauxrezis;2767;;Vauxrezis
SAINT-GERMAIN-DE-CONFOLENS;16322;;SAINT-GERMAIN-DE-CONFOLENS
Genouillac;16149;;Genouillac
Antras;9011;;Antras
LES VIGNES;48195;;LES VIGNES
SAINT-LAURENT-LA-ROCHE;39488;;SAINT-LAURENT-LA-ROCHE
Orbagna;39395;;Orbagna
Saint-Jean-de-Belleville;73244;;Saint-Jean-de-Belleville
Saint-Pantaléon;46285;;Saint-Pantaléon
Masbaraud-Mérignat;23126;;Masbaraud-Mérignat
Saint-Mamert;69224;;Saint-Mamert
Saint-Jean-Roure;7248;;Saint-Jean-Roure
Chambonas;7050;;Chambonas
Chazeaux;7062;;Chazeaux
Saint-André-en-Vivarais;7212;;Saint-André-en-Vivarais
Bidon;7034;;Bidon
Confort;1114;;Confort
Nivigne et Suran;1095;;Nivigne et Suran
SONGIEU;1409;;SONGIEU
Surjoux;1413;;Surjoux
Villebois;1444;;Villebois
Ferney-Voltaire;1160;;Ferney-Voltaire
Saint-Jean-de-Gonville;1360;;Saint-Jean-de-Gonville
Ambérieux-en-Dombes;1005;;Ambérieux-en-Dombes
Chaleins;1075;;Chaleins
Saint-Germain-sur-Renon;1359;;Saint-Germain-sur-Renon
Mogneneins;1252;;Mogneneins
Beautheil;77028;;Beautheil
Sor;9297;;Sor
Limbrassac;9169;;Limbrassac
Bonnac;9060;;Bonnac
Montaillou;9197;;Montaillou
Suc-et-Sentenac;9302;;Suc-et-Sentenac
SAINTE-BARBE-SUR-GAILLON;27519;;SAINTE-BARBE-SUR-GAILLON
CERCLES;24093;;CERCLES
Illy;8232;;Illy
Warcq;8497;;Warcq
Thenay;41257;;Thenay
CASTILLON-DE-CASTETS;33107;;CASTILLON-DE-CASTETS
Cantois;33092;;Cantois
Gréoux-les-Bains;4094;;Gréoux-les-Bains
La Javie;4097;;La Javie
Saint-Lions;4187;;Saint-Lions
Vaumeilh;4233;;Vaumeilh
Le Vernet;4237;;Le Vernet
Châteaufort;4050;;Châteaufort
Tortezais;3285;;Tortezais
Deneuille-lès-Chantelle;3096;;Deneuille-lès-Chantelle
Yzeure;3321;;Yzeure
VAUCHRETIEN;49363;;VAUCHRETIEN
Sauze;6133;;Sauze
Aiglun;6001;;Aiglun
La Gohannière;50206;;La Gohannière
LA MANCELLIERE-SUR-VIRE;50287;;LA MANCELLIERE-SUR-VIRE
ANGOVILLE-SUR-AY;50012;;ANGOVILLE-SUR-AY
MONTGARDON;50343;;MONTGARDON
